name,age,nationality,overall,club,preferred_foot,jersey number,contract valid until,height,weight,league,speciality
A. Ramos,32,Colombia,73,Granada CF,Right,20,"Jun 30, 2019",73,172,LALIGA 1 | 2 | 3,No Speciality
M. Jedinák,33,Australia,73,Aston Villa,Right,15,2019,74,172,EFL CHAMPIONSHIP,No Speciality
M. Rybus,28,Poland,73,Lokomotiv Moscow,Left,31,2020,68,165,REST OF WORLD,No Speciality
J. Barroso,33,Argentina,73,Colo-Colo,Right,5,2018,69,157,0,No Speciality
A. Cohen,29,Israel,73,FC Ingolstadt 04,Right,8,2021,67,157,0,No Speciality
B. Raman,23,Belgium,73,Fortuna Düsseldorf,Right,9,2022,68,148,0,Speedster
A. McGeady,32,Republic of Ireland,73,Sunderland,Right,19,2020,70,157,EFL LEAGUE ONE,No Speciality
B. Reid,25,England,73,Cardiff City,Right,14,2022,67,150,PREMIER LEAGUE,No Speciality
Hervías,25,Spain,73,SD Eibar,Right,18,2020,69,150,LALIGA SANTANDER,No Speciality
L. Pocrnjic,36,Argentina,73,Club Atlético Aldosivi,Right,1,2020,75,190,0,Goalkeeper
S. Ingason,24,Iceland,73,Free Agent,Right,5,Free Agent,74,165,0,No Speciality
T. Heurtaux,29,France,73,MKE Ankaragücü,Right,75,2021,72,172,SÜPER LIG,No Speciality
G. Wikheim,25,Norway,73,FC Midtjylland,Right,88,2019,72,154,SUPERLIGA,No Speciality
Valdivia,23,Brazil,73,Al Ittihad,Right,29,"Jun 30, 2019",70,146,SAUDI PROFESSIONAL LEAGUE,No Speciality
S. Cáseres,21,Argentina,73,Villarreal CF,Left,5,2023,70,165,LALIGA SANTANDER,No Speciality
A. Gunnarsson,29,Iceland,73,Cardiff City,Right,17,2019,70,190,PREMIER LEAGUE,No Speciality
L. Hinterseer,27,Austria,73,VfL Bochum 1848,Right,16,2019,76,190,0,No Speciality
S. Peeters,26,Belgium,73,Stade Malherbe Caen,Left,8,2020,74,163,LIGUE 1 CONFORAMA,No Speciality
U. Agbo,22,Nigeria,73,Standard de Liège,Right,5,2021,73,168,PRO LEAGUE,No Speciality
D. Luckassen,22,Netherlands,73,Hertha BSC,Right,31,"Jun 30, 2019",73,172,BUNDESLIGA,No Speciality
M. Terrier,21,France,73,Olympique Lyonnais,Right,7,2022,72,161,LIGUE 1 CONFORAMA,No Speciality
Marcos Guilherme,22,Brazil,73,Al Wehda,Right,11,2023,67,128,SAUDI PROFESSIONAL LEAGUE,No Speciality
T. Parker,25,United States,73,New York Red Bulls,Right,21,2021,74,194,0,No Speciality
A. Lookman,20,England,73,Everton,Right,31,2021,69,172,PREMIER LEAGUE,No Speciality
P. Mouche,30,Argentina,73,San Lorenzo de Almagro,Left,37,2019,70,159,0,No Speciality
A. Rosina,34,Italy,73,US Salernitana 1919,Left,10,2020,67,152,0,No Speciality
B. Bannan,28,Scotland,73,Sheffield Wednesday,Left,10,2021,67,134,0,No Speciality
Édundo Oliveira,26,Brazil,73,Cruzeiro,Right,4,2021,72,174,LIGA DO BRASIL,No Speciality
Guilherme,27,Brazil,73,Yeni Malatyaspor,Left,6,"May 31, 2019",69,154,SÜPER LIG,No Speciality
A. Solari,26,Argentina,73,Racing Club,Right,18,2021,69,152,SAF,No Speciality
H. Barnes,20,England,73,West Bromwich Albion,Right,15,"Jun 30, 2019",69,146,EFL CHAMPIONSHIP,No Speciality
V. Coufal,25,Czech Republic,73,SK Slavia Praha,Right,20,2021,69,165,0,No Speciality
S. Di Carmine,29,Italy,73,Hellas Verona,Right,10,"Jun 30, 2019",74,172,CALCIO B,No Speciality
C. Roldan,23,United States,73,Seattle Sounders FC,Right,7,2019,68,165,MLS,Engine
F. Lemoine,31,France,73,FC Lorient,Right,18,2021,69,154,DOMINO'S LIGUE 2,No Speciality
Djalma,31,Angola,73,Alanyaspor,Right,30,2020,70,172,SÜPER LIG,No Speciality
D. Lukebakio,20,Belgium,73,Fortuna Düsseldorf,Left,20,"Jun 30, 2019",74,170,0,No Speciality
Y. Benalouane,31,Tunisia,73,Leicester City,Right,29,2019,73,190,PREMIER LEAGUE,No Speciality
L. Pisculichi,34,Argentina,73,Argentinos Juniors,Left,18,2020,69,163,0,No Speciality
Edinho,35,Portugal,73,CD Feirense,Right,36,2019,72,163,LIGA NOS,No Speciality
Paolito Serra,26,Brazil,73,Botafogo,Right,4,2021,75,194,LIGA DO BRASIL,Strength
J. Fleck,26,Scotland,73,Sheffield United,Left,4,2021,67,159,0,No Speciality
L. Rosić,25,Serbia,73,SC Braga,Right,3,2021,75,183,LIGA NOS,No Speciality
F. Soldano,23,Argentina,73,Unión de Santa Fe,Right,27,2020,70,163,0,No Speciality
A. Hansen,28,Norway,73,Rosenborg BK,Right,1,2023,74,192,ELITESERIEN,Goalkeeper
V. García,24,Venezuela,73,Vitória Guimarães,Right,15,2021,70,157,0,No Speciality
F. Sánchez,28,Argentina,73,Estudiantes de La Plata,Right,14,2020,69,163,0,No Speciality
C. Carmona,31,Chile,73,Colo-Colo,Right,8,2021,68,150,0,No Speciality
B. Sigurðarson,27,Iceland,73,Free Agent,Right,9,Free Agent,73,190,0,Engine
Y. Yotún,28,Peru,73,Orlando City SC,Left,19,2019,68,150,0,No Speciality
G. Zardes,26,United States,73,Columbus Crew SC,Right,9,2019,73,185,MLS,No Speciality
J. Ménez,31,France,73,Club América,Right,7,2019,72,170,0,No Speciality
S. Prediger,31,Argentina,73,Club Atlético Tigre,Right,21,2019,72,187,0,No Speciality
A. Webster,23,England,72,Bristol City,Right,4,2022,75,165,EFL CHAMPIONSHIP,No Speciality
I. Damonte,36,Argentina,72,Club Atlético Huracán,Right,5,2022,69,159,SAF,No Speciality
A. Dioussé,20,Senegal,72,AS Saint-Étienne,Left,25,2022,69,150,LIGUE 1 CONFORAMA,No Speciality
Laure,33,Spain,72,AD Alcorcón,Right,2,2020,67,150,LALIGA 1 | 2 | 3,No Speciality
N. Karelis,26,Greece,72,PAOK,Left,7,2019,68,176,REST OF WORLD,No Speciality
Vesga,25,Spain,72,CD Leganés,Left,23,"Jun 30, 2019",75,185,LALIGA SANTANDER,No Speciality
V. Jovanović,22,Serbia,72,FC Girondins de Bordeaux,Left,14,2021,74,176,LIGUE 1 CONFORAMA,No Speciality
J. Filipović,25,Croatia,72,Sporting Lokeren,Right,32,2020,75,187,0,No Speciality
J. Cuevas,30,Argentina,72,CD Everton de Viña del Mar,Left,7,2018,63,139,0,No Speciality
Rober Ibáñez,25,Spain,72,Getafe CF,Right,17,2021,70,157,LALIGA SANTANDER,No Speciality
J. Zmrhal,24,Czech Republic,72,SK Slavia Praha,Left,8,2021,74,174,0,No Speciality
J. Murphy,23,England,72,Newcastle United,Right,7,2021,70,163,PREMIER LEAGUE,No Speciality
D. Siovas,29,Greece,72,CD Leganés,Left,5,2021,76,183,LALIGA SANTANDER,Strength
J. Pohjanpalo,23,Finland,72,Bayer 04 Leverkusen,Right,17,2022,72,192,BUNDESLIGA,No Speciality
R. Pierre-Gabriel,20,France,72,AS Monaco,Right,18,2023,70,168,LIGUE 1 CONFORAMA,No Speciality
H. Droguett,35,Chile,72,CD Universidad de Concepción,Left,10,2018,68,154,0,No Speciality
B. Corgnet,31,France,72,RC Strasbourg Alsace,Right,10,2020,70,161,0,No Speciality
A. Benali,26,Libya,72,Crotone,Right,10,2021,68,152,CALCIO B,No Speciality
V. Ibarbo,28,Colombia,72,Sagan Tosu,Right,32,2022,74,174,MEIJI YASUDA J1,No Speciality
F. Boulaya,25,Algeria,72,FC Metz,Right,27,2020,70,154,DOMINO'S LIGUE 2,No Speciality
A. Blin,21,France,72,Amiens SC,Right,17,"Jun 30, 2019",72,172,LIGUE 1 CONFORAMA,No Speciality
H. Aleesami,26,Norway,72,Palermo,Left,23,2019,72,179,CALCIO B,No Speciality
J. Kenny,21,England,72,Everton,Right,43,2022,69,148,PREMIER LEAGUE,No Speciality
D. Livaković,22,Croatia,72,Dinamo Zagreb,Right,40,2022,74,174,REST OF WORLD,Goalkeeper
R. Koolwijk,32,Netherlands,72,Excelsior,Left,8,2021,76,168,EREDIVISIE,No Speciality
B. Parker,32,South Africa,72,Kaizer Chiefs,Left,25,2019,67,143,REST OF WORLD,No Speciality
K. Omeruo,24,Nigeria,72,CD Leganés,Right,24,"Jun 30, 2019",73,179,LALIGA SANTANDER,No Speciality
G. Letizia,28,Italy,72,Benevento,Right,3,2020,68,139,CALCIO B,No Speciality
D. Dessoleil,25,Belgium,72,Sporting de Charleroi,Left,24,2023,74,174,0,No Speciality
C. Nørgaard,24,Denmark,72,Fiorentina,Right,6,2022,74,170,SERIE A TIM,No Speciality
Manu Del Moral,34,Spain,72,Gimnàstic de Tarragona,Right,14,2019,73,170,0,No Speciality
A. Cordaz,35,Italy,72,Crotone,Right,1,2022,74,183,CALCIO B,Goalkeeper
J. Correa,25,Argentina,72,Clube Sport Marítimo,Left,8,2021,67,154,0,No Speciality
M. Morishige,31,Japan,72,FC Tokyo,Right,3,2023,72,168,0,No Speciality
Bruno Tabata,21,Brazil,72,Portimonense SC,Left,11,2021,69,148,LIGA NOS,No Speciality
I. Mboyo,31,Belgium,72,KV Kortrijk,Right,7,2020,73,181,PRO LEAGUE,No Speciality
P. Kasami,26,Switzerland,72,FC Sion,Left,7,2020,74,154,RAIFFEISEN SUPER LEAGUE,No Speciality
S. Montoya,26,Colombia,72,Millonarios FC,Left,10,2020,68,139,0,No Speciality
T. Aoyama,32,Japan,72,Sanfrecce Hiroshima,Right,6,2023,69,165,0,No Speciality
João Félix,18,Portugal,72,SL Benfica,Right,79,2023,71,154,LIGA NOS,No Speciality
H. Diallo,23,Senegal,72,FC Metz,Right,20,2020,73,174,DOMINO'S LIGUE 2,No Speciality
Bruno Lamas,24,Brazil,72,Santa Clara,Left,20,2021,69,154,LIGA NOS,No Speciality
P. Gerkens,23,Belgium,72,RSC Anderlecht,Right,8,2021,70,148,PRO LEAGUE,No Speciality
G. Di Lorenzo,24,Italy,72,Empoli,Right,2,2022,72,181,SERIE A TIM,No Speciality
S. Sam,30,Germany,72,VfL Bochum 1848,Left,13,2019,69,150,0,No Speciality
B. Kayal,30,Israel,72,Brighton & Hove Albion,Right,7,2019,70,163,PREMIER LEAGUE,Engine
Wellington Nem,26,Brazil,72,Shakhtar Donetsk,Left,23,2020,65,152,REST OF WORLD,No Speciality
A. Johansson,36,Sweden,72,IFK Norrköping,Right,4,2018,72,159,ALLSVENSKAN,No Speciality
Jon Bautista,22,Spain,72,Real Sociedad,Right,21,2023,71,159,LALIGA SANTANDER,No Speciality
E. Mulder,29,Netherlands,72,Swansea City,Right,25,2020,76,194,EFL CHAMPIONSHIP,Goalkeeper
Isaías,31,Spain,72,Adelaide United,Right,8,2020,68,157,HYUNDAI A-LEAGUE,No Speciality
D. Bessa,25,Italy,72,Genoa,Right,24,"Jun 30, 2019",70,165,SERIE A TIM,No Speciality
K. Karaman,24,Turkey,72,Fortuna Düsseldorf,Right,11,2021,74,183,0,No Speciality
A. Malarz,38,Poland,72,Legia Warszawa,Right,1,2019,74,190,EKSTRAKLASA,Goalkeeper
C. Carbonero,27,Colombia,72,Deportivo Cali,Right,11,2023,70,161,LIGA DIMAYOR,No Speciality
Naranjo,23,Spain,72,CD Tenerife,Right,24,2022,73,176,LALIGA 1 | 2 | 3,No Speciality
J. Ruddy,31,England,72,Wolverhampton Wanderers,Right,21,2020,76,214,PREMIER LEAGUE,Goalkeeper
T. Barnetta,33,Switzerland,72,FC St. Gallen,Right,10,2019,70,154,RAIFFEISEN SUPER LEAGUE,No Speciality
A. Jóhannsson,27,United States,72,SV Werder Bremen,Right,20,2019,72,154,BUNDESLIGA,No Speciality
M. Murillo,22,Panama,72,New York Red Bulls,Right,62,2020,72,170,0,No Speciality
Patric,25,Spain,72,Lazio,Right,4,2019,72,159,SERIE A TIM,No Speciality
O. El Hajjam,27,Morocco,72,Amiens SC,Right,19,2020,71,161,LIGUE 1 CONFORAMA,No Speciality
M. Lehmann,35,Germany,72,1. FC Köln,Right,33,2019,70,165,BUNDESLIGA,No Speciality
F. Ceccherini,26,Italy,72,Fiorentina,Right,5,2022,74,165,SERIE A TIM,No Speciality
N. Aguirre,27,Argentina,72,Granada CF,Left,15,2019,71,172,LALIGA 1 | 2 | 3,No Speciality
R. Bauer,23,Germany,72,1. FC Nürnberg,Right,8,"Jun 30, 2019",72,168,BUNDESLIGA,No Speciality
Otávinho Vila,34,Brazil,72,Cruzeiro,Right,13,2021,69,165,LIGA DO BRASIL,Engine
A. Mendy,24,France,72,FC Girondins de Bordeaux,Right,15,2021,72,190,LIGUE 1 CONFORAMA,Strength
D. Malen,19,Netherlands,72,PSV,Right,14,2020,70,172,EREDIVISIE,No Speciality
V. Granat,31,Russia,72,Free Agent,Left,14,Free Agent,72,174,0,No Speciality
P. Aránguiz,21,Chile,72,FC Dallas,Right,10,2023,68,143,MLS,No Speciality
Sandelas Júnior,26,Brazil,72,Santos,Left,13,2021,72,172,LIGA DO BRASIL,No Speciality
O. Hawsawi,34,Saudi Arabia,72,Al Wehda,Right,3,2019,74,183,SAUDI PROFESSIONAL LEAGUE,No Speciality
F. Silva,32,Chile,72,Independiente,Right,22,2020,70,165,SAF,No Speciality
B. Carrasco,27,Chile,72,Tiburones Rojos de Veracruz,Right,23,2019,68,154,0,No Speciality
J. Schunke,31,Argentina,72,Estudiantes de La Plata,Right,6,2021,76,187,0,Strength
S. Ujkani,29,Kosovo,72,Çaykur Rizespor,Right,1,2021,74,192,SÜPER LIG,Goalkeeper
G. Castellani,30,Argentina,72,Atlético Nacional,Right,27,2022,72,165,0,No Speciality
L. Jiménez,34,Chile,72,CD Palestino,Right,19,2019,72,165,CAMP. SCOTIABANK,No Speciality
Dener,26,Brazil,72,Portimonense SC,Right,7,2019,73,168,LIGA NOS,No Speciality
M. Flekken,25,Netherlands,72,SC Freiburg,Right,26,2022,76,187,BUNDESLIGA,Goalkeeper
Pedro Nuno,23,Portugal,72,Moreirense FC,Right,27,2021,69,150,LIGA NOS,No Speciality
D. Kamada,21,Japan,72,Sint-Truidense VV,Right,15,"Jun 30, 2019",72,161,0,No Speciality
N. Bendtner,30,Denmark,72,Rosenborg BK,Right,9,2019,76,185,ELITESERIEN,No Speciality
Lee Chang Min,24,Korea Republic,72,Jeju United FC,Right,14,2023,70,163,0,No Speciality
João Pedro,21,Brazil,72,FC Porto,Right,23,2023,70,161,LIGA NOS,No Speciality
M. Bakakis,27,Greece,72,AEK Athens,Right,2,2023,69,143,REST OF WORLD,No Speciality
Zeng Cheng,31,China PR,72,Guangzhou Evergrande Taobao FC,Right,19,2020,75,183,CSL,Goalkeeper
M. James,26,England,72,Leicester City,Right,22,2021,71,190,PREMIER LEAGUE,No Speciality
G. Vural,30,Turkey,72,Akhisar Belediyespor,Left,10,2021,70,143,0,No Speciality
M. Pérez,27,Colombia,72,Deportes Tolima,Right,18,2022,72,146,LIGA DIMAYOR,No Speciality
T. Chery,30,Netherlands,72,Kayserispor,Left,20,"May 31, 2019",67,163,SÜPER LIG,No Speciality
D. Milićević,32,Bosnia Herzegovina,72,KAS Eupen,Right,77,2020,68,139,PRO LEAGUE,No Speciality
G. McAuley,38,Northern Ireland,72,Rangers FC,Right,4,2019,75,196,0,No Speciality
M. Barrow,25,Gambia,72,Reading,Left,17,2021,69,139,EFL CHAMPIONSHIP,Speedster
A. Scholz,25,Denmark,72,FC Midtjylland,Right,14,2023,74,185,SUPERLIGA,No Speciality
Timo Triano,34,Brazil,72,Botafogo,Right,13,2021,69,168,LIGA DO BRASIL,No Speciality
A. Elmohamady,30,Egypt,72,Aston Villa,Right,3,2020,72,172,EFL CHAMPIONSHIP,No Speciality
Lucas Piazon,24,Brazil,72,Chelsea,Right,34,2020,72,161,PREMIER LEAGUE,No Speciality
C. Baeza,24,Chile,72,Colo-Colo,Right,23,2020,67,141,0,No Speciality
Kim Min Jae,21,Korea Republic,72,Jeonbuk Hyundai Motors,Right,3,2021,74,194,0,No Speciality
Fábio Pacheco,30,Portugal,72,Moreirense FC,Right,6,2021,71,161,LIGA NOS,No Speciality
A. Maher,24,Netherlands,72,AZ Alkmaar,Right,26,2019,69,168,0,No Speciality
J. Akpa Akpro,25,Ivory Coast,72,US Salernitana 1919,Right,18,2021,71,157,0,No Speciality
M. Frey,23,Switzerland,72,Fenerbahçe SK,Right,22,2022,74,196,SÜPER LIG,Strength
S. Vittor,29,Argentina,72,CD Universidad de Concepción,Right,5,"Dec 31, 2018",74,190,0,No Speciality
Romarinho,27,Brazil,72,Al Ittihad,Right,9,2020,69,152,SAUDI PROFESSIONAL LEAGUE,No Speciality
B. Srarfi,21,Tunisia,72,OGC Nice,Left,11,2021,69,157,LIGUE 1 CONFORAMA,No Speciality
D. Khocholava,25,Georgia,72,Shakhtar Donetsk,Right,5,2020,76,194,REST OF WORLD,No Speciality
C. Puggioni,37,Italy,72,Benevento,Right,81,2021,74,179,CALCIO B,Goalkeeper
T. Necid,28,Czech Republic,72,ADO Den Haag,Right,9,2020,75,185,EREDIVISIE,No Speciality
T. Lees,27,England,72,Sheffield Wednesday,Right,15,2021,73,161,0,No Speciality
L. Castro,29,Colombia,72,Kaizer Chiefs,Right,8,2019,72,176,REST OF WORLD,No Speciality
P. Cissé,22,Senegal,72,Olympiacos CFP,Right,66,2021,78,198,REST OF WORLD,No Speciality
Pimentiscinho,30,Brazil,72,Vitória,Left,13,2021,70,165,LIGA DO BRASIL,No Speciality
E. Stevens,27,Republic of Ireland,72,Sheffield United,Left,19,2020,72,172,0,No Speciality
Aitor,27,Spain,72,Levante UD,Right,25,2022,72,172,LALIGA SANTANDER,Goalkeeper
I. Hayden,23,England,72,Newcastle United,Right,14,2021,73,174,PREMIER LEAGUE,No Speciality
R. Strieder,25,Germany,72,FC Utrecht,Right,6,2021,69,150,EREDIVISIE,No Speciality
R. Noir,31,Argentina,72,Atlético Tucumán,Right,22,"Jun 30, 2019",69,143,SAF,No Speciality
Juankar,28,Spain,72,Málaga CF,Left,7,2021,70,154,LALIGA 1 | 2 | 3,No Speciality
Brandon Thomas,23,Spain,72,CA Osasuna,Right,17,"Jun 30, 2019",68,157,LALIGA 1 | 2 | 3,No Speciality
J. Bijlow,20,Netherlands,72,Feyenoord,Right,22,2023,75,161,EREDIVISIE,Goalkeeper
H. Wilson,21,Wales,72,Derby County,Left,18,"Jun 30, 2019",68,154,EFL CHAMPIONSHIP,No Speciality
A. González,24,Argentina,72,Godoy Cruz,Right,8,2023,67,154,SAF,No Speciality
C. Jean,22,France,72,Toulouse Football Club,Right,8,2021,67,143,LIGUE 1 CONFORAMA,No Speciality
T. Adams,19,United States,72,New York Red Bulls,Right,13,2019,69,150,0,No Speciality
O. Zahustel,27,Czech Republic,72,Sparta Praha,Right,28,2019,74,170,REST OF WORLD,No Speciality
Casadesús,33,Spain,72,AD Alcorcón,Right,11,2020,71,174,LALIGA 1 | 2 | 3,Aerial Threat
T. Moulin,28,France,72,MKE Ankaragücü,Right,90,2021,69,165,SÜPER LIG,No Speciality
D. Riascos,32,Colombia,72,Dalian YiFang FC,Right,28,2019,71,161,CSL,No Speciality
B. Osborn,23,England,72,Nottingham Forest,Left,11,2020,69,165,0,Engine
Vieiraldo Junior,26,Brazil,72,Sport Club do Recife,Left,13,2021,71,174,0,No Speciality
P. Billing,22,Denmark,72,Huddersfield Town,Left,8,2020,78,176,PREMIER LEAGUE,No Speciality
E. Ponce,21,Argentina,72,AEK Athens,Right,22,2020,70,172,REST OF WORLD,No Speciality
Enzo Merques,34,Brazil,72,Internacional,Left,14,2021,74,168,LIGA DO BRASIL,No Speciality
Rômulo Calsede,30,Brazil,72,Atlético Mineiro,Left,19,2021,71,172,LIGA DO BRASIL,No Speciality
Marlion Simões,26,Brazil,72,Ceará Sporting Club,Left,5,2021,71,165,0,No Speciality
Jota,27,Spain,72,Birmingham City,Left,23,2021,71,154,EFL CHAMPIONSHIP,No Speciality
Pedro Tiba,29,Portugal,72,Lech Poznań,Right,25,2021,69,152,EKSTRAKLASA,No Speciality
M. Torsiglieri,30,Argentina,72,Club Atlético Lanús,Left,18,"Jun 30, 2019",75,170,0,No Speciality
D. Maietta,35,Italy,72,Empoli,Right,22,2019,72,165,SERIE A TIM,No Speciality
E. Özgenç,33,Turkey,72,MKE Ankaragücü,Right,22,2019,70,157,SÜPER LIG,No Speciality
D. Buitrago,27,Colombia,72,América de Cali,Left,20,2023,70,165,LIGA DIMAYOR,No Speciality
C. Peralta,28,Colombia,72,La Equidad,Right,9,2021,70,174,LIGA DIMAYOR,No Speciality
A. Walke,35,Germany,72,FC Red Bull Salzburg,Right,33,2019,74,194,Ö. BUNDESLIGA,Goalkeeper
R. Thelander,26,Denmark,72,Vitesse,Right,26,2021,75,192,EREDIVISIE,No Speciality
E. Unsain,23,Argentina,72,Defensa y Justicia,Right,22,2020,74,183,0,Goalkeeper
Jorge Pombo,24,Spain,72,Real Zaragoza,Right,8,2020,68,172,0,No Speciality
Porphirinho,30,Brazil,72,Chapecoense,Right,13,2021,70,157,LIGA DO BRASIL,No Speciality
L. Cabrera,26,Uruguay,72,Getafe CF,Left,6,2021,74,176,LALIGA SANTANDER,No Speciality
G. Núñez,30,Argentina,72,Atlético Tucumán,Left,10,2022,71,179,SAF,No Speciality
E. Berggreen,25,Denmark,72,1. FSV Mainz 05,Right,11,2019,76,196,BUNDESLIGA,Strength
E. Lamanna,28,Italy,72,Spezia,Right,1,2019,74,176,0,Goalkeeper
K. Kusk,26,Denmark,72,Aalborg BK,Left,17,2022,71,148,SUPERLIGA,No Speciality
R. Espinoza,31,Honduras,72,Sporting Kansas City,Left,17,2020,71,170,0,Engine
J. Bahebeck,25,France,72,FC Utrecht,Right,19,2020,72,168,EREDIVISIE,No Speciality
C. Marshall,33,United States,72,Seattle Sounders FC,Left,14,2019,76,190,MLS,Strength
Z. Ferhat,25,Algeria,72,Le Havre AC,Right,8,2019,71,154,0,No Speciality
M. Pack,27,England,72,Bristol City,Right,21,2021,74,163,EFL CHAMPIONSHIP,No Speciality
P. Lasogga,26,Germany,72,Hamburger SV,Right,10,2019,74,194,BUNDESLIGA 2,Strength
D. Verde,22,Italy,72,Real Valladolid CF,Left,11,"Jun 30, 2019",66,141,LALIGA SANTANDER,No Speciality
Alessinito,34,Brazil,72,Ceará Sporting Club,Right,6,2021,72,172,0,No Speciality
J. Nsame,25,Cameroon,72,BSC Young Boys,Right,18,2021,74,194,RAIFFEISEN SUPER LEAGUE,No Speciality
A. Fransson,24,Sweden,72,IFK Norrköping,Right,7,2021,71,163,ALLSVENSKAN,No Speciality
J. Babin,31,France,72,Real Sporting de Gijón,Right,6,2019,71,196,0,Strength
L. Suárez,22,Argentina,72,Real Valladolid CF,Left,32,"Jun 30, 2019",66,132,LALIGA SANTANDER,No Speciality
R. Shotton,29,England,72,Middlesbrough,Right,5,2020,75,185,EFL CHAMPIONSHIP,No Speciality
Rafa Soares,23,Portugal,72,Vitória Guimarães,Left,5,2022,70,157,0,No Speciality
J. Galván,26,Argentina,72,Club Atlético Colón,Right,8,2020,70,152,0,No Speciality
V. Belec,28,Slovenia,72,Sampdoria,Right,12,2020,76,205,SERIE A TIM,Goalkeeper
T. Lawrence,24,Wales,72,Derby County,Right,17,2021,71,165,EFL CHAMPIONSHIP,No Speciality
M. Sobottka,24,Germany,72,Fortuna Düsseldorf,Right,31,2022,73,165,0,No Speciality
A. Farías,30,Argentina,72,CD Palestino,Right,28,2023,70,154,CAMP. SCOTIABANK,No Speciality
F. Gaibor,26,Ecuador,72,Independiente,Right,10,2021,70,165,SAF,No Speciality
Rafael Leão,19,Portugal,72,LOSC Lille,Right,7,2023,74,179,LIGUE 1 CONFORAMA,No Speciality
Fernandinho,32,Brazil,72,Chongqing Dangdai Lifan FC SWM Team,Left,30,2018,67,148,0,No Speciality
P. Crouch,37,England,72,Stoke City,Right,25,2019,79,165,EFL CHAMPIONSHIP,No Speciality
S. Adegbenro,22,Nigeria,72,Rosenborg BK,Right,28,2021,70,165,ELITESERIEN,No Speciality
E. Martínez,25,Argentina,72,Arsenal,Right,26,2020,76,187,PREMIER LEAGUE,Goalkeeper
Roberto Torres,29,Spain,72,CA Osasuna,Right,10,2020,70,159,LALIGA 1 | 2 | 3,No Speciality
N. De la Cruz,21,Uruguay,72,River Plate,Right,11,2021,66,143,SAF,No Speciality
Rúben Micael,31,Portugal,72,Vitória de Setúbal,Right,15,2019,69,154,0,No Speciality
S. Koroki,31,Japan,72,Urawa Red Diamonds,Right,30,2021,69,159,0,No Speciality
C. Medjani,33,Algeria,72,Sivasspor,Right,4,2019,72,170,SÜPER LIG,No Speciality
M. Makola,32,South Africa,72,Orlando Pirates,Right,5,2019,68,154,REST OF WORLD,No Speciality
D. Sinkgraven,22,Netherlands,72,Ajax,Left,8,2019,70,143,EREDIVISIE,No Speciality
F. Romagna,21,Italy,72,Cagliari,Right,56,2022,73,165,SERIE A TIM,No Speciality
Kiko Olivas,29,Spain,72,Real Valladolid CF,Right,4,2020,74,183,LALIGA SANTANDER,Strength
I. Balliu,26,Albania,72,FC Metz,Right,25,2019,68,139,DOMINO'S LIGUE 2,No Speciality
T. Pledl,24,Germany,72,FC Ingolstadt 04,Right,30,2019,68,159,0,No Speciality
Leordinho Paes,30,Brazil,72,Santos,Left,10,2021,71,152,LIGA DO BRASIL,No Speciality
A. Tuanzebe,20,England,72,Aston Villa,Right,4,"Jun 30, 2019",73,159,EFL CHAMPIONSHIP,No Speciality
R. Wolf,30,Germany,72,Fortuna Düsseldorf,Right,30,2021,75,190,0,Goalkeeper
L. Abecasis,28,Argentina,72,Godoy Cruz,Right,29,2019,69,161,SAF,No Speciality
P. Kunde Malong,22,Cameroon,72,1. FSV Mainz 05,Right,13,2022,71,174,BUNDESLIGA,No Speciality
Y. Orozco,27,Venezuela,72,Deportes Tolima,Right,10,2022,66,161,LIGA DIMAYOR,No Speciality
A. Bouzat,24,Argentina,72,Vélez Sarsfield,Left,10,2019,67,159,SAF,No Speciality
L. Mothiba,22,South Africa,72,RC Strasbourg Alsace,Right,23,2023,72,168,0,No Speciality
A. Rojas,32,Argentina,72,San Lorenzo de Almagro,Left,5,2020,69,181,0,No Speciality
R. Walter,23,France,72,OGC Nice,Left,6,2019,69,161,LIGUE 1 CONFORAMA,No Speciality
S. Gakpé,31,Togo,72,KSV Cercle Brugge,Right,6,2020,70,174,0,No Speciality
Joselu,27,Spain,72,Real Oviedo,Right,22,2022,69,161,0,Engine
Angulo,34,Spain,72,Górnik Zabrze,Left,17,2020,71,170,EKSTRAKLASA,No Speciality
